Layer,	Type,	DRAM I RD (D) (nJ),	DRAM F RD (D) (nJ),	DRAM O RD (D) (nJ),	DRAM O WR (D) (nJ),	DRAM Total (D) (nJ),	DRAM Total (L) (nJ),	DRAM Total (D+L) (nJ),	SRAM I RD (D) (nJ),	SRAM F RD (D) (nJ),	SRAM O RD (D) (nJ),	SRAM O WR (D) (nJ),	SRAM Total (D) (nJ),	SRAM I (L) (nJ),	SRAM F (L) (nJ),	SRAM O (L) (nJ),	SRAM Total (L) (nJ),	SRAM Total (D+L) (nJ),	IREG (D) (nJ),	IREG (L) (nJ),	IREG Total (D+L) (nJ),	WREG (D) (nJ),	WREG (L) (nJ),	WREG Total (D+L) (nJ),	MUL (D) (nJ),	MUL (L) (nJ),	MUL Total (D+L) (nJ),	ACC (D) (nJ),	ACC (L) (nJ),	ACC Total (D+L) (nJ),	Systolic Array Total (D) (nJ),	Systolic Array Total (L) (nJ),	Systolic Array Total (D+L) (nJ),	System Total (D) (nJ),	System Total (L) (nJ),	System Total (D+L) (nJ),	
RNN4_ptwise2_2,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_FG_3,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_NG_3,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_ptwise1_3,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_ptwise2_3,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_FG_4,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_NG_4,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_ptwise1_4,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_ptwise2_4,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_FG_5,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_NG_5,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_ptwise1_5,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_ptwise2_5,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_FG_6,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_NG_6,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_ptwise1_6,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_ptwise2_6,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_FG_7,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_NG_7,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_ptwise1_7,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_ptwise2_7,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_FG_8,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_NG_8,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_ptwise1_8,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_ptwise2_8,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_FG_9,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_NG_9,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	67975.71467778,	74796.65992457999,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	11382.68560988,	11382.68560988,	11382.68560988,	34148.05682964,	35268.79315034,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	5.0194173587715305,	90.85935762528145,	95.87877498405298,	32.0584913042475,	414.62022984616044,	446.6787211504079,	21.685295200806003,	577.881179903277,	599.566475104083,	63.78262122259656,	1174.2201250000003,	1238.002746222597,	8005.464188722597,	103297.99163242,	111303.4558211426,	
RNN4_ptwise1_9,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
RNN4_ptwise2_9,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1327.26791862,	1372.10697342,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	222.25398452,	222.25398452,	222.25398452,	666.7619535599999,	672.92626936,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	0.20077669435086123,	1.7740852163762202,	1.9748619107270815,	1.1873515297869444,	8.095716714333365,	9.28306824412031,	0.8031590815113334,	11.283487852914202,	12.086646934425536,	2.3920640000000004,	22.92737500000001,	25.31943900000001,	53.395434599999994,	2016.95724718,	2070.35268178,	
FC5,	GEMM,	21.0823916,	104.73807160000001,	0.0,	2.6742716,	128.4947348,	1826.1068679,	1954.6016027,	2.818019,	14.090095,	1.0833225,	1.3847349,	19.376171400000004,	305.7856834,	305.7856834,	305.7856834,	917.3570502,	936.7332216,	0.20077669435086123,	2.4408554990411084,	2.6416321933919695,	0.20077669435086123,	2.4408554990411084,	2.6416321933919695,	1.1873515297869444,	11.13840219086134,	12.325753720648285,	0.8031590815113334,	15.524261811056453,	16.327420892567787,	2.3920640000000004,	31.54437500000001,	33.93643900000001,	150.2629702,	2775.0082931,	2925.2712633,	
FC6,	GEMM,	21.0823916,	41.9963116,	0.0,	2.6742716,	65.7529748,	1451.97765594,	1517.73063074,	2.818019,	5.636038,	0.433329,	0.5798937,	9.4672797,	243.13690924,	243.13690924,	243.13690924,	729.41072772,	738.8780074199999,	0.20077669435086123,	1.9407777870424423,	2.1415544813933036,	0.20077669435086123,	1.9407777870424423,	2.1415544813933036,	1.1873515297869444,	8.856388083465358,	10.043739613252303,	0.8031590815113334,	12.343681342449766,	13.1468404239611,	2.3920640000000004,	25.08162500000001,	27.47368900000001,	77.61231850000001,	2206.4700086599996,	2284.0823271599997,	
eyeriss_08b_bp_001c_uBrain_t7_ddr3_w__spm,	All,	20190.344659200036,	3103701.682111204,	0.0,	12100.151703200012,	3135992.178473599,	21715599.66547106,	24851591.843944687,	35350.155021,	416931.3649359994,	39957.05042550007,	42170.316258599974,	534408.8866410994,	3636325.781843842,	3636325.781843842,	3636325.781843842,	10908977.34553155,	11443386.2321726,	2301.678926951475,	29026.034450763,	31327.713377714408,	2217.03900173919,	29026.034450763,	31243.07345250212,	15214.57408374868,	132455.05350292343,	147669.6275866721,	10291.580075601061,	184610.58359555114,	194902.16367115156,	30024.87208804036,	375117.70600000053,	405142.57808804023,	3700425.937202733,	32999694.717002545,	36700120.65420525,	
