Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
RNN4_FG_2,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_NG_2,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_ptwise1_2,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_ptwise2_2,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_FG_3,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_NG_3,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_ptwise1_3,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_ptwise2_3,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_FG_4,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_NG_4,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_ptwise1_4,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_ptwise2_4,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_FG_5,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_NG_5,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_ptwise1_5,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_ptwise2_5,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_FG_6,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_NG_6,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_ptwise1_6,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_ptwise2_6,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_FG_7,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_NG_7,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_ptwise1_7,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_ptwise2_7,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_FG_8,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_NG_8,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_ptwise1_8,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_ptwise2_8,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_FG_9,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_NG_9,	GEMM,	1.0843018813261698,	69.320323939772,	0.0,	0.20927465029484996,	70.61390047139301,	356.3135352,	426.927435671393,	0.7200812938015988,	9.335541910627702,	0.7464774868824532,	0.8003327165378062,	11.602433407849562,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	190.59893100784956,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.0519635658947649,	0.47626448761777723,	0.5282280535125421,	0.33188583580599557,	2.173346768948554,	2.50523260475455,	0.2244972245922781,	3.029124255815893,	3.2536214804081713,	0.6603101921878034,	6.155000000000001,	6.8153101921878045,	82.87664407143038,	541.4650328,	624.3416768714304,	
RNN4_ptwise1_9,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
RNN4_ptwise2_9,	GEMM,	11.177912324832215,	11.177912324832215,	0.0,	1.4179023919463087,	23.773727041610737,	356.3135352,	380.08726224161074,	1.4941174563758388,	1.4941174563758388,	0.11487580872483222,	0.16521778993288588,	3.268328511409396,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.2648261114094,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.10645207284374522,	0.47626448761777723,	0.5827165604615224,	0.6295353748534805,	2.173346768948554,	2.802882143802035,	0.4258360230831902,	3.0291242558158933,	3.4549602788990836,	1.268275543624161,	6.155000000000002,	7.423275543624163,	28.31033109664429,	541.4650327999999,	569.7753638966442,	
FC5,	GEMM,	8.12443383609756,	40.36247637268293,	0.0,	1.0305729580487804,	49.517483166829265,	356.3135352,	405.83101836682926,	1.0859682975609757,	5.429841487804878,	0.4174755,	0.5336295468292683,	7.4669148321951235,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.4634124321951,	0.07737248221325872,	0.4762644876177773,	0.553636969831036,	0.07737248221325872,	0.4762644876177773,	0.553636969831036,	0.4575647358691151,	2.173346768948554,	2.630911504817669,	0.30951008507022115,	3.0291242558158933,	3.338634340886114,	0.9218197853658537,	6.155000000000002,	7.076819785365855,	57.90621778439025,	541.4650327999999,	599.3712505843902,	
FC6,	GEMM,	10.217846235582822,	20.354040591411042,	0.0,	1.296119364417178,	31.868006191411048,	356.3135352,	388.18154139141103,	1.3657883496932517,	2.7315766993865034,	0.21001834969325156,	0.2810527748466258,	4.588436173619632,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.58493377361964,	0.09730895002281005,	0.47626448761777723,	0.5735734376405873,	0.09730895002281005,	0.47626448761777723,	0.5735734376405873,	0.5754648518599301,	2.173346768948554,	2.7488116208084845,	0.38926114993494076,	3.0291242558158933,	3.418385405750834,	1.159343901840491,	6.155000000000002,	7.314343901840493,	37.615786266871176,	541.4650328,	579.0808190668712,	
eyeriss_08b_bp_001c_uBrain_t3_ddr3_w__spm,	All,	0.6542915718041794,	100.57905827152308,	0.0,	0.39211947148946963,	101.62546931481656,	356.31353520000005,	457.93900451481625,	1.1455628362278736,	13.511145188605482,	1.2948546331846091,	1.3665780834378254,	17.31814074145579,	59.665499200000085,	59.665499200000085,	59.665499200000085,	178.99649759999994,	196.31463834145623,	0.07458857926020693,	0.47626448761777623,	0.5508530668779846,	0.07184572416588839,	0.47626448761777623,	0.548110211783666,	0.4930459464470318,	2.1733467689485506,	2.6663927153955895,	0.3335106070586707,	3.029124255815891,	3.362634862874558,	0.9729908569317963,	6.155000000000003,	7.127990856931794,	119.91660091320395,	541.4650328000005,	661.3816337132046,	
