Layer,	Type,	DRAM I RD (D) (nJ),	DRAM F RD (D) (nJ),	DRAM O RD (D) (nJ),	DRAM O WR (D) (nJ),	DRAM Total (D) (nJ),	DRAM Total (L) (nJ),	DRAM Total (D+L) (nJ),	SRAM I RD (D) (nJ),	SRAM F RD (D) (nJ),	SRAM O RD (D) (nJ),	SRAM O WR (D) (nJ),	SRAM Total (D) (nJ),	SRAM I (L) (nJ),	SRAM F (L) (nJ),	SRAM O (L) (nJ),	SRAM Total (L) (nJ),	SRAM Total (D+L) (nJ),	IREG (D) (nJ),	IREG (L) (nJ),	IREG Total (D+L) (nJ),	WREG (D) (nJ),	WREG (L) (nJ),	WREG Total (D+L) (nJ),	MUL (D) (nJ),	MUL (L) (nJ),	MUL Total (D+L) (nJ),	ACC (D) (nJ),	ACC (L) (nJ),	ACC Total (D+L) (nJ),	Systolic Array Total (D) (nJ),	Systolic Array Total (L) (nJ),	Systolic Array Total (D+L) (nJ),	System Total (D) (nJ),	System Total (L) (nJ),	System Total (D+L) (nJ),	
RNN4_ptwise1_2,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_ptwise2_2,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_FG_3,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_NG_3,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_ptwise1_3,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_ptwise2_3,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_FG_4,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_NG_4,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_ptwise1_4,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_ptwise2_4,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_FG_5,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_NG_5,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_ptwise1_5,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_ptwise2_5,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_FG_6,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_NG_6,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_ptwise1_6,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_ptwise2_6,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_FG_7,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_NG_7,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_ptwise1_7,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_ptwise2_7,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_FG_8,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_NG_8,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_ptwise1_8,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_ptwise2_8,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_FG_9,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_NG_9,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	77686.53106031999,	84507.47630711998,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	13008.783554148571,	13008.783554148571,	13008.783554148571,	39026.350662445715,	40147.08698314572,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	5.0194173587715305,	103.83926585746451,	108.85868321623605,	32.0584913042475,	473.85169125275473,	505.91018255700226,	21.685295200806003,	660.4356341751737,	682.1209293759797,	63.78262122259656,	1341.9658571428577,	1405.7484783654543,	8005.464188722597,	118054.84757990857,	126060.31176863117,	
RNN4_ptwise1_9,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
RNN4_ptwise2_9,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1516.8776212799999,	1561.7166760799998,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	254.00455373714286,	254.00455373714286,	254.00455373714286,	762.0136612114286,	768.1779770114287,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	0.20077669435086123,	2.027525961572823,	2.228302655923684,	1.1873515297869444,	9.252247673523845,	10.43959920331079,	0.8031590815113334,	12.895414689044802,	13.698573770556136,	2.3920640000000004,	26.202714285714293,	28.594778285714295,	53.395434599999994,	2305.093996777143,	2358.489431377143,	
FC5,	GEMM,	21.0823916,	104.73807160000001,	0.0,	2.6742716,	128.4947348,	2086.9792776,	2215.4740124,	2.818019,	14.090095,	1.0833225,	1.3847349,	19.376171400000004,	349.4693524571428,	349.4693524571428,	349.4693524571428,	1048.4080573714284,	1067.7842287714284,	0.20077669435086123,	2.7895491417612663,	2.9903258361121274,	0.20077669435086123,	2.7895491417612663,	2.9903258361121274,	1.1873515297869444,	12.72960250384153,	13.916954033628475,	0.8031590815113334,	17.742013498350232,	18.545172579861564,	2.3920640000000004,	36.05071428571429,	38.44277828571429,	150.2629702,	3171.4380492571427,	3321.7010194571426,	
FC6,	GEMM,	21.0823916,	41.9963116,	0.0,	2.6742716,	65.7529748,	1659.4030353599996,	1725.1560101599996,	2.818019,	5.636038,	0.433329,	0.5798937,	9.4672797,	277.8707534171428,	277.8707534171428,	277.8707534171428,	833.6122602514283,	843.0795399514283,	0.20077669435086123,	2.2180317566199337,	2.4188084509707948,	0.20077669435086123,	2.2180317566199337,	2.4188084509707948,	1.1873515297869444,	10.121586381103265,	11.30893791089021,	0.8031590815113334,	14.107064391371159,	14.910223472882493,	2.3920640000000004,	28.66471428571429,	31.05677828571429,	77.61231850000001,	2521.680009897142,	2599.2923283971422,	
eyeriss_08b_bp_001c_uBrain_t8_ddr3_w__spm,	All,	20190.344659200036,	3103701.682111204,	0.0,	12100.151703200012,	3135992.178473599,	24817828.18910971,	27953820.36758333,	35350.155021,	416931.3649359994,	39957.05042550007,	42170.316258599974,	534408.8866410994,	4155800.893535814,	4155800.893535814,	4155800.893535814,	12467402.680607447,	13001811.567248546,	2301.678926951475,	33172.61080087196,	35474.289727823365,	2217.03900173919,	33172.61080087196,	35389.649802611086,	15214.57408374868,	151377.20400334094,	166591.77808709015,	10291.580075601061,	210983.5241092006,	221275.1041848021,	30024.87208804036,	428705.9497142857,	458730.8218023266,	3700425.937202733,	37713936.819431566,	41414362.756634116,	
