Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
RNN4_NG_2,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_ptwise1_2,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_ptwise2_2,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_FG_3,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_NG_3,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_ptwise1_3,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_ptwise2_3,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_FG_4,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_NG_4,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_ptwise1_4,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_ptwise2_4,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_FG_5,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_NG_5,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_ptwise1_5,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_ptwise2_5,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_FG_6,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_NG_6,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_ptwise1_6,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_ptwise2_6,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_FG_7,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_NG_7,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_ptwise1_7,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_ptwise2_7,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_FG_8,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_NG_8,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_ptwise1_8,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_ptwise2_8,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_FG_9,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_NG_9,	GEMM,	0.4803869094483031,	30.711535922683797,	0.0,	0.09271661721923732,	31.284639449351335,	356.3135352,	387.59817464935134,	0.31902335801336656,	4.135999580657844,	0.3307178739352641,	0.35457778580788885,	5.140318598414363,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.99649760000003,	184.13681619841438,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.023021832991351538,	0.47626448761777723,	0.4992863206091288,	0.14703802852164363,	2.173346768948554,	2.320384797470198,	0.09946079570543967,	3.0291242558158933,	3.1285850515213327,	0.2925424902097864,	6.155000000000002,	6.447542490209789,	36.71750053797548,	541.4650328,	578.1825333379755,	
RNN4_ptwise1_9,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
RNN4_ptwise2_9,	GEMM,	4.952239637583893,	4.952239637583893,	0.0,	0.6281846040268456,	10.532663879194631,	356.3135352,	366.8461990791946,	0.6619507718120805,	0.6619507718120805,	0.050894345637583896,	0.07319775503355705,	1.447993644295302,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.44449124429534,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.04716231075355801,	0.4762644876177772,	0.5234267983713352,	0.2789080774667319,	2.173346768948554,	2.4522548464152862,	0.18866152921407162,	3.0291242558158933,	3.2177857850299647,	0.5618942281879196,	6.155000000000002,	6.716894228187922,	12.542551751677852,	541.4650328,	554.0075845516778,	
FC5,	GEMM,	3.599432712195122,	17.882109785365856,	0.0,	0.456582956097561,	21.93812545365854,	356.3135352,	378.2516606536585,	0.48112519512195123,	2.405625975609756,	0.1849575,	0.2364181536585366,	3.3081268243902446,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	182.30462442439023,	0.0342789478160007,	0.47626448761777723,	0.5105434354337779,	0.0342789478160007,	0.47626448761777723,	0.5105434354337779,	0.2027185538660637,	2.173346768948554,	2.376065322814618,	0.1371247212336423,	3.0291242558158933,	3.1662489770495355,	0.40840117073170734,	6.155000000000002,	6.5634011707317095,	25.65465344878049,	541.4650328,	567.1196862487805,	
FC6,	GEMM,	4.5268939018404915,	9.0176129202454,	0.0,	0.5742300981595093,	14.118736920245402,	356.3135352,	370.4322721202454,	0.6050961042944786,	1.2101922085889572,	0.09304610429447854,	0.12451705214723927,	2.032851469325154,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	181.02934906932512,	0.043111560136688,	0.47626448761777723,	0.5193760477544652,	0.043111560136688,	0.47626448761777723,	0.5193760477544652,	0.2549527824695893,	2.173346768948554,	2.4282995514181436,	0.17245747149016363,	3.0291242558158933,	3.201581727306057,	0.5136333742331289,	6.155000000000002,	6.668633374233131,	16.665221763803686,	541.4650327999999,	558.1302545638036,	
eyeriss_08b_bp_001c_uBrain_t8_ddr3_w__spm,	All,	0.28987601282463643,	44.560342272193765,	0.0,	0.1737238164826764,	45.023942101501,	356.31353519999925,	401.3374773015006,	0.5075278388351337,	5.985950400015087,	0.5736697741957129,	0.6054459863332137,	7.672593999379146,	59.66549919999995,	59.66549919999995,	59.66549919999995,	178.99649759999994,	186.66909159937904,	0.03304557308996509,	0.47626448761777734,	0.5093100607077414,	0.03183038412412776,	0.47626448761777734,	0.5080948717419042,	0.2184380775398242,	2.1733467689485524,	2.391784846488384,	0.14775786388675283,	3.029124255815889,	3.1768821197026478,	0.4310718986406692,	6.154999999999999,	6.586071898640676,	53.127607999520734,	541.4650328000009,	594.592640799519,	
