Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
RNN4_NG_2,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_ptwise1_2,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_ptwise2_2,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_FG_3,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_NG_3,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_ptwise1_3,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_ptwise2_3,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_FG_4,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_NG_4,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_ptwise1_4,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_ptwise2_4,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_FG_5,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_NG_5,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_ptwise1_5,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_ptwise2_5,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_FG_6,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_NG_6,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_ptwise1_6,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_ptwise2_6,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_FG_7,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_NG_7,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_ptwise1_7,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_ptwise2_7,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_FG_8,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_NG_8,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_ptwise1_8,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_ptwise2_8,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_FG_9,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_NG_9,	GEMM,	0.7274430343074303,	46.5060401114926,	0.0,	0.14039944893198794,	47.373882594732024,	356.3135352,	403.687417794732,	0.4830925135630979,	6.263085079281876,	0.5008013519591141,	0.536932075651946,	7.783911020456036,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	186.78040862045603,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.034861632815475184,	0.47626448761777723,	0.5111261204332525,	0.22265758604706032,	2.173346768948554,	2.3960043549956147,	0.1506120620682372,	3.0291242558158933,	3.1797363178841307,	0.44299291374624794,	6.155000000000002,	6.59799291374625,	55.6007865289343,	541.4650328,	597.0658193289344,	
RNN4_ptwise1_9,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
RNN4_ptwise2_9,	GEMM,	7.499105736912752,	7.499105736912752,	0.0,	0.9512509718120805,	15.949462445637584,	356.3135352,	372.2629976456376,	1.0023825973154363,	1.0023825973154363,	0.07706858053691275,	0.11084231476510066,	2.192676089932886,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.1891736899329,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.07141721342681641,	0.4762644876177772,	0.5476817010445937,	0.4223465173067654,	2.173346768948554,	2.5956932862553197,	0.28568745852416555,	3.0291242558158933,	3.314811714340059,	0.8508684026845638,	6.155000000000002,	7.005868402684566,	18.993006938255032,	541.4650328,	560.458039738255,	
FC5,	GEMM,	5.450569535609756,	27.078623389268298,	0.0,	0.6913970478048781,	33.22058997268293,	356.3135352,	389.53412517268293,	0.7285610097560976,	3.6428050487804877,	0.2800785,	0.35800463268292687,	5.009449191219513,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	184.00594679121951,	0.05190812097851535,	0.47626448761777723,	0.5281726085962927,	0.05190812097851535,	0.47626448761777723,	0.5281726085962927,	0.30697381014003927,	2.173346768948554,	2.4803205790885934,	0.20764600643951547,	3.0291242558158933,	3.236770262255409,	0.6184360585365855,	6.155000000000002,	6.773436058536587,	38.84847522243903,	541.4650327999999,	580.3135080224389,	
FC6,	GEMM,	6.855010765644172,	13.65524242208589,	0.0,	0.8695484343558282,	21.379801622085893,	356.3135352,	377.6933368220859,	0.9162883865030675,	1.832576773006135,	0.1408983865030675,	0.18855439325153373,	3.078317939263804,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	182.0748155392638,	0.06528321963555611,	0.47626448761777723,	0.5415477072533333,	0.06528321963555611,	0.47626448761777723,	0.5415477072533333,	0.38607135631109235,	2.173346768948554,	2.5594181252596466,	0.2611498853993906,	3.0291242558158933,	3.2902741412152836,	0.7777876809815951,	6.155000000000002,	6.932787680981598,	25.235907242331294,	541.4650328,	566.7009400423314,	
eyeriss_08b_bp_001c_uBrain_t5_ddr3_w__spm,	All,	0.43895510513444946,	67.47708972646485,	0.0,	0.26306749353091,	68.17911232513009,	356.3135352000001,	424.49264752513005,	0.7685421559503456,	9.064439177165703,	0.8686999437820796,	0.9168182078760094,	11.618499484774135,	59.66549920000007,	59.66549920000007,	59.66549920000007,	178.99649760000003,	190.61499708477433,	0.05004043925051858,	0.47626448761777707,	0.5263049268682946,	0.04820029595939347,	0.47626448761777707,	0.5244647835771696,	0.33077766027459093,	2.1733467689485506,	2.504124429223147,	0.22374762245708285,	3.0291242558158964,	3.2528718782729773,	0.6527660179415848,	6.154999999999999,	6.807766017941596,	80.4503778278457,	541.4650328000015,	621.9154106278463,	
