Layer,	Type,	DRAM I RD (D) (nJ),	DRAM F RD (D) (nJ),	DRAM O RD (D) (nJ),	DRAM O WR (D) (nJ),	DRAM Total (D) (nJ),	DRAM Total (L) (nJ),	DRAM Total (D+L) (nJ),	SRAM I RD (D) (nJ),	SRAM F RD (D) (nJ),	SRAM O RD (D) (nJ),	SRAM O WR (D) (nJ),	SRAM Total (D) (nJ),	SRAM I (L) (nJ),	SRAM F (L) (nJ),	SRAM O (L) (nJ),	SRAM Total (L) (nJ),	SRAM Total (D+L) (nJ),	IREG (D) (nJ),	IREG (L) (nJ),	IREG Total (D+L) (nJ),	WREG (D) (nJ),	WREG (L) (nJ),	WREG Total (D+L) (nJ),	MUL (D) (nJ),	MUL (L) (nJ),	MUL Total (D+L) (nJ),	ACC (D) (nJ),	ACC (L) (nJ),	ACC Total (D+L) (nJ),	Systolic Array Total (D) (nJ),	Systolic Array Total (L) (nJ),	Systolic Array Total (D+L) (nJ),	System Total (D) (nJ),	System Total (L) (nJ),	System Total (D+L) (nJ),	
RNN4_ptwise1_2,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_ptwise2_2,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_FG_3,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_NG_3,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_ptwise1_3,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_ptwise2_3,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_FG_4,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_NG_4,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_ptwise1_4,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_ptwise2_4,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_FG_5,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_NG_5,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_ptwise1_5,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_ptwise2_5,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_FG_6,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_NG_6,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_ptwise1_6,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_ptwise2_6,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_FG_7,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_NG_7,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_ptwise1_7,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_ptwise2_7,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_FG_8,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_NG_8,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_ptwise1_8,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_ptwise2_8,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_FG_9,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_NG_9,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_ptwise1_9,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_ptwise2_9,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
FC5,	GEMM,	21.0823916,	104.73807160000001,	0.0,	2.6742716,	128.4947348,	1378.1938625660375,	1506.6885973660376,	2.818019,	14.090095,	1.0833225,	1.3847349,	19.376171400000004,	230.78164784905658,	230.78164784905658,	230.78164784905658,	692.3449435471698,	711.7211149471698,	0.20077669435086123,	1.8421550936159308,	2.042931787966792,	0.20077669435086123,	1.8421550936159308,	2.042931787966792,	1.1873515297869444,	8.406341276121765,	9.59369280590871,	0.8031590815113334,	11.716424008344493,	12.519583089855827,	2.3920640000000004,	23.80707547169812,	26.19913947169812,	150.2629702,	2094.3458815849053,	2244.6088517849053,	
FC6,	GEMM,	21.0823916,	41.9963116,	0.0,	2.6742716,	65.7529748,	1095.832193162264,	1161.585167962264,	2.818019,	5.636038,	0.433329,	0.5798937,	9.4672797,	183.4995541433962,	183.4995541433962,	183.4995541433962,	550.4986624301887,	559.9659421301886,	0.20077669435086123,	1.464737952484862,	1.6655146468357234,	0.20077669435086123,	1.464737952484862,	1.6655146468357234,	1.1873515297869444,	6.684066478087063,	7.8714180078740075,	0.8031590815113334,	9.31598591883001,	10.119145000341344,	2.3920640000000004,	18.929528301886798,	21.3215923018868,	77.61231850000001,	1665.2603838943396,	1742.8727023943397,	
eyeriss_08b_bp_001c_uBrain_t5_ddr3_w__spm,	All,	20190.344659200036,	3103701.682111204,	0.0,	12100.151703200012,	3135992.178473599,	16389131.822997015,	19525124.001470607,	35350.155021,	416931.3649359994,	39957.05042550007,	42170.316258599974,	534408.8866410994,	2744396.81648592,	2744396.81648592,	2744396.81648592,	8233190.449457752,	8767599.33609886,	2301.678926951475,	21906.44109491543,	24208.120021866856,	2217.03900173919,	21906.44109491543,	24123.480096654577,	15214.57408374868,	99966.07811541374,	115180.65219916267,	10291.580075601061,	139328.74233626487,	149620.32241186584,	30024.87208804036,	283107.7026415094,	313132.5747295503,	3700425.937202733,	24905429.975096337,	28605855.912299033,	
